nivel;id_inscripcion;genero;municipio;departamento;aprobo;discapacidad;edad;rango;categoria
Docente;965.856.402;F;Sincelejo;Sucre;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;853.925.921;F;Monteria;Cordoba;NO;NO;22;18  A 30;JOVEN
Docente;648.427.753;F;Medellin;Antioquia;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;65.771.763;M;Monteria;Cordoba;NO;NO;20;18  A 30;JOVEN
Docente;862.510.129;M;Cali;Valle del Cauca;SI;NO;50;41 A 50;ADULTO
Docente;759.992.623;M;Sincelejo;Sucre;SI;NO;34;31 a 40;ADULTO JOVEN
Docente;255.932.661;F;Medellin;Antioquia;SI;NO;30;18  A 30;JOVEN
Docente;331.651.186;F;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;86.919.443;M;Monteria;Cordoba;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;780.913.141;F;Monteria;Cordoba;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;152.613.192;F;Monteria;Cordoba;NO;NO;44;41 A 50;ADULTO
Docente;773.601.653;F;Medellin;Antioquia;SI;NO;28;18  A 30;JOVEN
Docente;382.844.576;F;Monteria;Cordoba;SI;NO;42;41 A 50;ADULTO
Docente;447.987.386;F;Monteria;Cordoba;NO;NO;25;18  A 30;JOVEN
Docente;69.331.553;F;Cucuta;Norte de Santander;NO;NO;33;31 a 40;ADULTO JOVEN
Docente;916.107.682;M;Monteria;Cordoba;SI;NO;50;41 A 50;ADULTO
Docente;812.968.429;M;Zaragoza;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;392.283.780;F;Zaragoza;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;393.376.323;F;Monteria;Cordoba;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;545.210.191;F;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Docente;934.658.858;F;Monteria;Cordoba;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;17.286.488;F;Monteria;Cordoba;NO;NO;29;18  A 30;JOVEN
Docente;679.075.407;F;Monteria;Cordoba;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;406.480.268;F;Monteria;Cordoba;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;328.863.149;F;Zaragoza;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;861.251.828;F;Zaragoza;Antioquia;NO;NO;45;41 A 50;ADULTO
Docente;587.865.022;F;Zaragoza;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;275.990.544;M;Medellin;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;495.646.229;L;Medellin;Antioquia;NO;NO;32;31 a 40;ADULTO JOVEN
Docente;787.513.465;F;Zaragoza;Antioquia;NO;NO;25;18  A 30;JOVEN
Docente;311.595.766;F;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;124.964.694;F;Medellin;Antioquia;NO;NO;23;18  A 30;JOVEN
Docente;784.632.779;F;Zaragoza;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;242.979.841;M;Sincelejo;Sucre;NO;NO;27;18  A 30;JOVEN
Docente;743.037.546;F;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;33.302.126;F;Medellin;Antioquia;NO;NO;46;41 A 50;ADULTO
Docente;291.790.422;F;Monteria;Cordoba;NO;NO;50;41 A 50;ADULTO
Docente;611.165.563;M;Medellin;Antioquia;NO;NO;27;18  A 30;JOVEN
Docente;758.692.329;M;Zaragoza;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;334.376.714;M;Zaragoza;Antioquia;NO;NO;20;18  A 30;JOVEN
Docente;699.033.283;F;Zaragoza;Antioquia;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;561.018.336;F;Medellin;Antioquia;NO;NO;32;31 a 40;ADULTO JOVEN
Docente;196.240.869;F;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;351.694.060;F;Zaragoza;Antioquia;NO;NO;38;31 a 40;ADULTO JOVEN
Docente;221.033.309;F;Cartagena De Indias;Bolivar;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;807.167.037;F;Medellin;Antioquia;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;659.408.771;F;Monteria;Cordoba;NO;NO;43;41 A 50;ADULTO
Docente;798.140.328;F;Medellin;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;491.757.250;F;Medellin;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;484.159.924;F;Zaragoza;Antioquia;SI;NO;29;18  A 30;JOVEN
Docente;424.241.709;M;Monteria;Cordoba;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;21.413.972;F;Medellin;Antioquia;NO;NO;23;18  A 30;JOVEN
Docente;541.446.885;F;Monteria;Cordoba;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;889.148.578;F;Monteria;Cordoba;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;902.041.617;F;Monteria;Cordoba;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;318.018.390;F;Medellin;Antioquia;NO;NO;19;18  A 30;JOVEN
Docente;693.267.690;F;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;901.765.983;F;Zaragoza;Antioquia;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;7.995.100;M;Medellin;Antioquia;SI;NO;30;18  A 30;JOVEN
Docente;947.407.177;M;Zaragoza;Antioquia;SI;NO;18;18  A 30;JOVEN
Docente;882.411.978;F;Medellin;Antioquia;NO;NO;23;18  A 30;JOVEN
Docente;389.495.475;F;Medellin;Antioquia;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;1.585.907;F;Medellin;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;451.683.197;M;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Docente;85.440.387;M;Monteria;Cordoba;NO;NO;32;31 a 40;ADULTO JOVEN
Docente;130.373.777;F;Magangue;Bolivar;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;648.051.238;M;Monteria;Cordoba;NO;NO;34;31 a 40;ADULTO JOVEN
Docente;864.038.109;F;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;432.993.827;F;Zaragoza;Antioquia;NO;NO;45;41 A 50;ADULTO
Docente;46.944.130;M;Zaragoza;Antioquia;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;665.326.881;M;Sincelejo;Sucre;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;667.329.760;F;Zaragoza;Antioquia;NO;NO;25;18  A 30;JOVEN
Docente;560.953.319;F;Medellin;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;33.252.021;F;Riohacha;La Guajira;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;445.722.792;F;Monteria;Cordoba;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;829.703.331;F;Medellin;Antioquia;SI;NO;21;18  A 30;JOVEN
Docente;466.533.333;F;Medellin;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;953.619.148;F;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;515.865.912;M;Medellin;Antioquia;NO;NO;38;31 a 40;ADULTO JOVEN
Docente;476.842.297;F;Medellin;Antioquia;SI;NO;46;41 A 50;ADULTO
Docente;343.044.106;M;Zaragoza;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;222.641.187;F;Monteria;Cordoba;NO;NO;23;18  A 30;JOVEN
Docente;955.712.075;F;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Docente;338.103.968;M;Monteria;Cordoba;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;429.745.767;F;Monteria;Cordoba;NO;NO;22;18  A 30;JOVEN
Docente;656.608.669;M;Monteria;Cordoba;NO;NO;20;18  A 30;JOVEN
Docente;585.903.970;M;Sincelejo;Sucre;NO;NO;49;41 A 50;ADULTO
Docente;819.106.328;N;Monteria;Cordoba;NO;NO;43;41 A 50;ADULTO
Docente;69.914.134;F;Medellin;Antioquia;SI;NO;47;41 A 50;ADULTO
Docente;714.663.546;F;Monteria;Cordoba;NO;NO;44;41 A 50;ADULTO
Docente;290.361.940;M;Monteria;Cordoba;NO;NO;47;41 A 50;ADULTO
Docente;530.886.087;F;Cartagena De Indias;Bolivar;NO;NO;41;41 A 50;ADULTO
Docente;662.531.716;M;Medellin;Antioquia;NO;NO;41;41 A 50;ADULTO
Docente;830.217.274;F;Medellin;Antioquia;NO;NO;30;18  A 30;JOVEN
Docente;775.158.777;F;Zaragoza;Antioquia;NO;NO;41;41 A 50;ADULTO
Docente;871.391.810;F;Medellin;Antioquia;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;606.779.575;F;Sincelejo;Sucre;NO;NO;22;18  A 30;JOVEN
Docente;197.533.782;M;Monteria;Cordoba;SI;NO;28;18  A 30;JOVEN
Docente;601.015.343;M;Medellin;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;713.343.799;M;Medellin;Antioquia;SI;NO;48;41 A 50;ADULTO
Docente;14.282.889;F;Monteria;Cordoba;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;991.267.073;F;Monteria;Cordoba;SI;NO;47;41 A 50;ADULTO
Docente;620.127.990;F;Medellin;Antioquia;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;31.295.337;F;Sincelejo;Sucre;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;776.613.318;F;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;211.760.107;M;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;461.746.825;F;Medellin;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;7.426.603;F;Monteria;Cordoba;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;648.880.138;F;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;243.101.825;F;Zaragoza;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;116.849.362;F;Medellin;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;648.669.463;F;Medellin;Antioquia;NO;NO;47;41 A 50;ADULTO
Docente;444.630.809;F;Zaragoza;Antioquia;NO;NO;28;18  A 30;JOVEN
Docente;916.443.728;F;Medellin;Antioquia;SI;NO;49;41 A 50;ADULTO
Docente;991.935.373;M;Cali;Valle del Cauca;NO;NO;41;41 A 50;ADULTO
Docente;187.442.180;F;Monteria;Cordoba;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;665.183.419;M;Medellin;Antioquia;NO;NO;29;18  A 30;JOVEN
Docente;359.443.471;M;Monteria;Cordoba;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;571.769.451;M;Medellin;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;496.709.237;F;Zaragoza;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;288.273.254;M;Monteria;Cordoba;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;407.113.977;F;Cali;Valle del Cauca;NO;NO;20;18  A 30;JOVEN
Docente;190.733.475;F;Sincelejo;Sucre;SI;NO;23;18  A 30;JOVEN
Docente;983.346.298;F;Medellin;Antioquia;SI;NO;29;18  A 30;JOVEN
Docente;292.352.733;M;Medellin;Antioquia;SI;NO;19;18  A 30;JOVEN
Docente;886.525.977;M;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;381.342.334;F;Medellin;Antioquia;SI;NO;28;18  A 30;JOVEN
Docente;85.794.622;F;Monteria;Cordoba;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;764.433.480;F;Monteria;Cordoba;NO;NO;42;41 A 50;ADULTO
Docente;444.813.384;F;Monteria;Cordoba;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;487.527.503;M;Medellin;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;656.088.118;M;Monteria;Cordoba;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;852.968.752;M;Medellin;Antioquia;SI;NO;48;41 A 50;ADULTO
Docente;406.729.352;M;Medellin;Antioquia;NO;NO;41;41 A 50;ADULTO
Docente;542.123.280;F;Monteria;Cordoba;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;55.236.330;M;Ibague;Tolima;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;139.599.217;F;Monteria;Cordoba;NO;NO;48;41 A 50;ADULTO
Docente;688.194.735;F;Monteria;Cordoba;SI;NO;34;31 a 40;ADULTO JOVEN
Docente;591.214.400;F;Sincelejo;Sucre;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;387.734.401;M;Medellin;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;776.395.219;M;Zaragoza;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;666.626.901;F;Medellin;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;89.961.934;F;Cartagena De Indias;Bolivar;NO;NO;37;31 a 40;ADULTO JOVEN
Docente;971.583.116;M;Zaragoza;Antioquia;SI;NO;23;18  A 30;JOVEN
Docente;254.815.372;F;Medellin;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;790.876.481;M;Cartagena De Indias;Bolivar;NO;NO;22;18  A 30;JOVEN
Docente;549.005.053;M;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;759.429.721;M;Monteria;Cordoba;SI;NO;45;41 A 50;ADULTO
Docente;189.736.037;F;Medellin;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;317.942.723;M;Zaragoza;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;338.778.404;F;Monteria;Cordoba;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;223.138.128;F;Medellin;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;933.799.895;F;Medellin;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;66.374.301;F;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;656.745.971;F;Medellin;Antioquia;NO;NO;25;18  A 30;JOVEN
Docente;518.467.532;F;Medellin;Antioquia;NO;NO;21;18  A 30;JOVEN
Docente;96.233.138;F;Medellin;Antioquia;NO;NO;45;41 A 50;ADULTO
Docente;827.639.384;M;Zaragoza;Antioquia;SI;NO;42;41 A 50;ADULTO
Docente;939.096.199;M;Zaragoza;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;361.119.564;M;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;267.629.634;M;Medellin;Antioquia;NO;NO;50;41 A 50;ADULTO
Docente;999.882.440;F;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;819.344.415;F;Zaragoza;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;343.666.233;F;Zaragoza;Antioquia;SI;NO;33;31 a 40;ADULTO JOVEN
Docente;182.237.663;F;Medellin;Antioquia;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;542.353.440;F;Valledupar;Cesar;NO;NO;47;41 A 50;ADULTO
Docente;18.275.505;F;Monteria;Cordoba;NO;NO;49;41 A 50;ADULTO
Docente;326.169.122;F;Medellin;Antioquia;NO;NO;22;18  A 30;JOVEN
Docente;240.550.516;F;Monteria;Cordoba;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;361.331.952;F;Medellin;Antioquia;NO;NO;27;18  A 30;JOVEN
Docente;7.596.033;M;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;42.044.571;F;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;650.504.351;M;Monteria;Cordoba;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;937.024.809;F;Monteria;Cordoba;NO;NO;24;18  A 30;JOVEN
Docente;720.913.499;F;Monteria;Cordoba;NO;NO;24;18  A 30;JOVEN
Docente;506.017.548;M;Monteria;Cordoba;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;838.145.306;F;Medellin;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;590.178.279;F;Monteria;Cordoba;NO;NO;33;31 a 40;ADULTO JOVEN
Docente;721.401.113;F;Monteria;Cordoba;NO;NO;25;18  A 30;JOVEN
Docente;225.728.750;M;Zaragoza;Antioquia;SI;NO;21;18  A 30;JOVEN
Docente;482.721.220;F;Monteria;Cordoba;NO;NO;19;18  A 30;JOVEN
Docente;751.367.063;F;Monteria;Cordoba;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;416.174.018;F;Monteria;Cordoba;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;408.383.031;F;Medellin;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;206.650.522;M;Cartagena De Indias;Bolivar;NO;NO;42;41 A 50;ADULTO
Docente;359.428.034;F;Monteria;Cordoba;NO;NO;23;18  A 30;JOVEN
Docente;511.713.047;F;Zaragoza;Antioquia;NO;NO;46;41 A 50;ADULTO
Docente;480.965.176;M;Cienaga;Magdalena;NO;NO;19;18  A 30;JOVEN
Docente;974.745.577;M;Neiva;Huila;NO;NO;49;41 A 50;ADULTO
Docente;13.396.985;F;Zaragoza;Antioquia;NO;NO;36;31 a 40;ADULTO JOVEN
Docente;580.649.993;M;Zaragoza;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;881.912.084;F;Monteria;Cordoba;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;627.476.212;F;Zaragoza;Antioquia;NO;NO;46;41 A 50;ADULTO
Docente;592.348.229;M;Monteria;Cordoba;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;372.429.720;L;Neiva;Huila;NO;NO;38;31 a 40;ADULTO JOVEN
Docente;776.242.991;F;Cali;Valle del Cauca;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;764.501.220;M;Monteria;Cordoba;NO;NO;45;41 A 50;ADULTO
Docente;35.690.028;F;Cali;Valle del Cauca;NO;NO;21;18  A 30;JOVEN
Docente;374.702.625;M;Medellin;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;981.531.123;F;Zaragoza;Antioquia;NO;NO;19;18  A 30;JOVEN
Docente;720.967.926;F;Medellin;Antioquia;NO;NO;24;18  A 30;JOVEN
Docente;947.296.198;N;Zaragoza;Antioquia;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;731.141.432;F;Medellin;Antioquia;NO;NO;39;31 a 40;ADULTO JOVEN
Docente;475.614.111;M;Villavicencio;Meta;NO;NO;24;18  A 30;JOVEN
Docente;545.309.754;F;Zaragoza;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Docente;668.451.762;F;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Docente;235.783.090;M;Medellin;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;112.887.276;M;Monteria;Cordoba;NO;NO;42;41 A 50;ADULTO
Docente;392.030.917;F;Medellin;Antioquia;NO;NO;50;41 A 50;ADULTO
Docente;362.173.726;F;Medellin;Antioquia;NO;NO;26;18  A 30;JOVEN
Docente;332.931.205;M;Monteria;Cordoba;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;585.801.440;F;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;861.456.720;F;Medellin;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;725.370.465;M;Monteria;Cordoba;NO;NO;20;18  A 30;JOVEN
Docente;972.899.493;F;Medellin;Antioquia;NO;NO;41;41 A 50;ADULTO
Docente;806.714.118;M;Monteria;Cordoba;NO;NO;29;18  A 30;JOVEN
Docente;181.384.710;M;Medellin;Antioquia;NO;NO;21;18  A 30;JOVEN
Docente;223.171.382;F;Cali;Valle del Cauca;NO;NO;50;41 A 50;ADULTO
Docente;780.563.028;M;Monteria;Cordoba;NO;NO;23;18  A 30;JOVEN
Docente;602.476.654;M;Medellin;Antioquia;SI;NO;31;31 a 40;ADULTO JOVEN
Docente;571.565.430;F;Neiva;Huila;SI;NO;18;18  A 30;JOVEN
Docente;60.024.925;M;Sincelejo;Sucre;SI;NO;24;18  A 30;JOVEN
Docente;871.679.677;M;Medellin;Antioquia;SI;NO;20;18  A 30;JOVEN
Docente;990.324.016;F;Popayan;Cauca;NO;NO;50;41 A 50;ADULTO
Docente;744.491.799;M;Medellin;Antioquia;NO;NO;44;41 A 50;ADULTO
Docente;636.867.994;M;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;828.296.314;F;Medellin;Antioquia;NO;NO;20;18  A 30;JOVEN
Docente;265.462.147;F;Medellin;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Docente;151.091.475;F;Zaragoza;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;403.289.909;M;Monteria;Cordoba;NO;NO;24;18  A 30;JOVEN
Docente;31.174.279;M;Cartagena De Indias;Bolivar;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Docente;531.180.752;F;Monteria;Cordoba;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;234.870.494;M;Monteria;Cordoba;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;54.808.711;F;Monteria;Cordoba;NO;NO;22;18  A 30;JOVEN
Docente;261.641.127;F;Monteria;Cordoba;NO;NO;49;41 A 50;ADULTO
Docente;91.903.691;F;Zaragoza;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;737.103.722;M;Monteria;Cordoba;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Docente;779.295.469;M;Monteria;Cordoba;NO;NO;29;18  A 30;JOVEN
Docente;56.199.187;F;Medellin;Antioquia;NO;NO;29;18  A 30;JOVEN
Docente;961.374.919;F;Monteria;Cordoba;NO;NO;24;18  A 30;JOVEN
Docente;587.214.111;F;Medellin;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;810.841.775;F;Apartado;Antioquia;NO;NO;49;41 A 50;ADULTO
Docente;405.878.577;M;Monteria;Cordoba;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;286.734.457;F;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Docente;481.294.608;M;Zaragoza;Antioquia;NO;NO;45;41 A 50;ADULTO
Docente;384.228.792;M;Medellin;Antioquia;NO;NO;19;18  A 30;JOVEN
Docente;168.312.760;M;Medellin;Antioquia;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;317.761.989;M;Medellin;Antioquia;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;50.968.494;F;Zaragoza;Antioquia;SI;NO;38;31 a 40;ADULTO JOVEN
Docente;670.370.614;F;Monteria;Cordoba;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;253.401.320;F;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;307.553.374;M;Medellin;Antioquia;NO;NO;48;41 A 50;ADULTO
Docente;221.278.210;M;Apartado;Antioquia;SI;NO;35;31 a 40;ADULTO JOVEN
Docente;930.351.240;F;Medellin;Antioquia;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Docente;233.105.851;F;Monteria;Cordoba;NO;NO;26;18  A 30;JOVEN
Docente;684.283.438;F;Medellin;Antioquia;NO;NO;35;31 a 40;ADULTO JOVEN
Docente;972.211.850;F;Monteria;Cordoba;SI;NO;50;41 A 50;ADULTO
Docente;46.112.373;M;Zaragoza;Antioquia;SI;NO;47;41 A 50;ADULTO
Docente;339.628.054;F;Medellin;Antioquia;NO;NO;43;41 A 50;ADULTO
Docente;374.861.764;F;Monteria;Cordoba;NO;NO;45;41 A 50;ADULTO
Docente;787.838.732;F;Medellin;Antioquia;NO;NO;29;18  A 30;JOVEN
Docente;825.861.914;F;Medellin;Antioquia;NO;NO;42;41 A 50;ADULTO
Docente;537.231.310;F;Medellin;Antioquia;NO;NO;40;31 a 40;ADULTO JOVEN
Docente;586.219.830;F;Monteria;Cordoba;NO;NO;23;18  A 30;JOVEN
Docente;144.955.251;M;Monteria;Cordoba;SI;NO;21;18  A 30;JOVEN
Docente;581.117.114;M;Zaragoza;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;727.127.587;M;Zaragoza;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Docente;730.841.752;F;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Docente;479.581.420;M;Zaragoza;Antioquia;NO;NO;34;31 a 40;ADULTO JOVEN
Docente;666.290.992;F;Zaragoza;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;944.874.556;F;Santa Marta;Magdalena;NO;NO;49;41 A 50;ADULTO
Docente;385.674.919;F;Medellin;Antioquia;NO;NO;33;31 a 40;ADULTO JOVEN
Docente;25.670.005;F;Zaragoza;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Docente;778.331.323;M;Zaragoza;Antioquia;SI;NO;32;31 a 40;ADULTO JOVEN
Docente;493.012.984;F;Medellin;Antioquia;NO;NO;48;41 A 50;ADULTO
Docente;851.090.887;M;Medellin;Antioquia;SI;NO;42;41 A 50;ADULTO
Docente;308.312.972;M;Zaragoza;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Docente;903.408.933;F;Medellin;Antioquia;NO;NO;18;18  A 30;JOVEN
Docente;482.385.881;F;Medellin;Antioquia;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Docente;232.202.212;F;Monteria;Cordoba;NO;NO;19;18  A 30;JOVEN
Docente;7.520.742;F;Monteria;Cordoba;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Docente;122.590.444;F;Monteria;Cordoba;NO;NO;24;18  A 30;JOVEN
Docente;675.723.483;F;Medellin;Antioquia;NO;SI;30;18  A 30;JOVEN
Docente;846.940.302;F;Monteria;Cordoba;SI;NO;33;31 a 40;ADULTO JOVEN
Docente;259.200.213;F;Monteria;Cordoba;NO;NO;18;18  A 30;JOVEN
Docente;135.175.928;M;Medellin;Antioquia;NO;NO;24;18  A 30;JOVEN
Docente;267.355.386;F;Monteria;Cordoba;SI;NO;42;41 A 50;ADULTO
Docente;532.545.432;F;Zaragoza;Antioquia;SI;NO;47;41 A 50;ADULTO
Docente;488.889.041;M;Medellin;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;236.589.121;M;Popayan;Cauca;SI;NO;21;18  A 30;JOVEN
Docente;756.894.772;M;Monteria;Cordoba;NO;NO;21;18  A 30;JOVEN
Docente;971.749.676;M;Medellin;Antioquia;SI;NO;40;31 a 40;ADULTO JOVEN
Docente;398.999.495;F;Zaragoza;Antioquia;SI;NO;41;41 A 50;ADULTO
Docente;634.131.660;M;Zaragoza;Antioquia;SI;NO;25;18  A 30;JOVEN
Docente;535.203.320;F;Santa Marta;Magdalena;NO;NO;46;41 A 50;ADULTO
Docente;562.949.365;F;Monteria;Cordoba;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
